Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Escherichia_coli_O157_H7_EC508	478007	Human, Gut	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC869	478008	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EDL933	155864	Human, Gut	Facultative	Pathogen	NA	NA
Escherichia_coli_O157_H7_Sakai	386585	Human, Gut	Facultative	Pathogen	36.459511	138.175003
Escherichia_coli_O157_H7_TW14588	502346	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_O157_H7_str_FRIK2000	637388	Non-Human, Farm	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_str_FRIK966	570506	Non-Human, Farm	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_str_TW14359	544404	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_O26_H11_str_11368	573235	Human, Gut	Facultative	NA	NA	NA
Escherichia_coli_O55_H7_str_CB9615	701177	Human, Gut	Facultative	Pathogen	NA	NA
Escherichia_coli_S88	585035	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_SE11	409438	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_SE15	431946	Human, Gut	NA	NA	NA	NA
Escherichia_coli_SMS_3_5	439855	Human	Facultative	Pathogen	32.838433	-79.941044
Escherichia_coli_UMN026	585056	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_UTI89	364106	Human, Gut	Facultative	Pathogen	NA	NA
Escherichia_coli_W3110	316407	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_str_K_12_substr_MG1655	511145	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_fergusonii_UMN026_ATCC_35469	585054	Human	Facultative	Non-Pathogen	NA	NA
Escherichia_sp_1_1_43	457400	Human, Gut	Facultative	NA	NA	NA
Escherichia_sp_3_2_53FAA	469598	Human, Gut	Facultative	NA	NA	NA
Escherichia_sp_4_1_40B	457401	Human, Gut	Facultative	NA	NA	NA
Ethanoligenens_harbinense_YUAN_3	663278	Non-Human	Obligate anaerobe	NA	NA	NA
Eubacterium_biforme_DSM_3989	518637	Human, Gut	Anaerobe	NA	NA	NA
Eubacterium_dolichum_DSM_3991	428127	Human, Gut	Anaerobe	NA	NA	NA
Eubacterium_eligens_ATCC_27750	515620	Human, Gut, Soil	Anaerobe	NA	NA	NA
Eubacterium_hallii_DSM_3353	411469	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Eubacterium_rectale_ATCC_33656	515619	Human, Gut	Anaerobe	NA	NA	NA
Eubacterium_saphenum_ATCC_49989	592031	Human, Oral (Other)	Anaerobe	NA	NA	NA
Eubacterium_siraeum_DSM_15702	428128	Human, Gut	Anaerobe	NA	NA	NA
Eubacterium_ventriosum_ATCC_27560	411463	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Exiguobacterium_sibiricum_255_15	262543	Non-Human	Facultative	NA	70	158
Exiguobacterium_sp_AT1b	360911	Non-Human	Facultative	NA	44.376262	-110.690383
Faecalibacterium_prausnitzii_A2_165	411483	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Faecalibacterium_prausnitzii_M21_2	411485	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Ferroglobus_placidus_DSM_10642	589924	Non-Human	Anaerobe	NA	NA	NA
Ferroplasma_acidarmanus_Fer1	333146	Non-Human	Facultative	NA	40.668	-122.527
Fervidobacterium_nodosum_Rt17_B1	381764	Non-Human, Hydrothermal	Anaerobe	NA	NA	NA
Fibrobacter_succinogenes_subsp_succinogenes_S85	59374	Non-Human	Anaerobe	NA	NA	NA
Filifactor_alocis_ATCC_35896	546269	Human, Oral (Gingivae)	Anaerobe	NA	NA	NA
Finegoldia_magna_ATCC_29328	334413	Human, Gut	Anaerobe	Pathogen	NA	NA
Finegoldia_magna_ATCC_53516	525282	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Flavobacteria_MS024_2A	487796	Non-Human	Aerobe	NA	43.849784	-69.6266
Flavobacteria_MS024_3C	487797	Non-Human	Aerobe	NA	43.849784	-69.6266
Flavobacteria_bacterium_BAL38	391598	Non-Human	Aerobe	NA	63.51611	19.81583
Flavobacteriaceae_bacterium_3519_10	531844	Non-Human	NA	NA	NA	NA
Flavobacteriales_bacterium_ALC_1	391603	Non-Human, Marine (Heterotroph)	Aerobe	NA	32.85	-117.25
Flavobacteriales_bacterium_HTCC2170	313603	Non-Human, Marine (Heterotroph)	Aerobe	NA	44.655	-124.064
Flavobacterium_johnsoniae_UW101	376686	Non-Human, Soil	Aerobe	NA	NA	NA
Flavobacterium_psychrophilum_JIP02_86	402612	Non-Human	Aerobe	Pathogen	NA	NA
Francisella_novicida_FTE	545422	Human	Aerobe	Pathogen	NA	NA
Francisella_novicida_FTG	563990	Human	Aerobe	Pathogen	NA	NA
Francisella_philomiragia_philomiragia_ATCC_25017	484022	Human	Aerobe	Pathogen	41.585	-112.0843
Francisella_philomiragia_subsp_philomiragia_ATCC_25015	539329	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_holarctica	119857	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_holarctica_FSC200	351581	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_holarctica_FTA	458234	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_holarctica_OSU18	393011	Human	Aerobe	Pathogen	36.4595	-97.179
Francisella_tularensis_mediasiatica_FSC147	441952	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_novicida_U112	401614	Human	Aerobe	Non-Pathogen	NA	NA
Francisella_tularensis_subsp_holarctica_URFT1	445226	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_subsp_tularensis_NE061598	510831	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_tularensis_FSC_198	393115	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_tularensis_SCHU_S4	177416	Human	Aerobe	Pathogen	NA	NA
Francisella_tularensis_tularensis_WY96_3418	418136	Human, Skin	Aerobe	Pathogen	NA	NA
Frankia_alni_ACN14a	326424	Non-Human, Soil	Aerobe	Non-Pathogen	48.148312	-69.717963
Frankia_sp_CcI3	106370	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Frankia_sp_EAN1pec	298653	Non-Human, Soil	Aerobe	Non-Pathogen	39.689	-84.168
Frankia_sp_EUN1f	102897	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Frankia_sp_EuI1c	298654	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Frankia_symbiont_of_Datisca_glomerata	656024	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Fulvimarina_pelagi_HTCC2506	314231	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Fusobacterium_gonidiaformans_ATCC_25563	469615	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_mortiferum_ATCC_9817	469616	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_nucleatum_nucleatum_ATCC_25586	190304	Human	Anaerobe	Pathogen	NA	NA
Fusobacterium_nucleatum_polymorphum_ATCC_10953	393480	Human, Oral (Other)	Anaerobe	Pathogen	NA	NA
Fusobacterium_nucleatum_subsp_nucleatum_ATCC_23726	525283	Human, Urogenital (Vaginal)	Anaerobe	Pathogen	NA	NA
Fusobacterium_nucleatum_vincentii_ATCC_49256	209882	Human, Oral (Other)	Anaerobe	Pathogen	NA	NA
Fusobacterium_periodonticum_ATCC_33693	546275	Human, Oral (Other)	Anaerobe	Pathogen	NA	NA
Fusobacterium_sp_1_1_41FAA	469621	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_2_1_31	469599	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_3_1_27	469602	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_3_1_33	469603	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_3_1_36A2	469604	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_3_1_5R	469605	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_4_1_13	469606	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_7_1	457405	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_D11	556264	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_sp_D12	556263	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_ulcerans_ATCC_49185	469617	Human, Gut	Anaerobe	NA	NA	NA
Fusobacterium_varium_ATCC_27725	469618	Human, Gut	Anaerobe	NA	NA	NA
Gallionella_ferruginea_ES_2	395494	Non-Human	Aerobe	NA	NA	NA
Gardnerella_vaginalis_409_05	553190	Human, Urogenital (Vaginal)	Obligate anaerobe	NA	NA	NA
Gardnerella_vaginalis_AMD	682147	Human, Urogenital (Vaginal)	Obligate anaerobe	NA	NA	NA
Gardnerella_vaginalis_ATCC_14019	525284	Human, Urogenital (Vaginal)	Anaerobe	NA	NA	NA
Gemella_haemolysans_ATCC_10379	546270	Human, Oral (Other)	Facultative	NA	NA	NA
Gemmata_obscuriglobus_UQM_2246	214688	Non-Human	Aerobe	NA	NA	NA
Gemmatimonas_aurantiaca_T_27T	379066	Non-Human	Aerobe	NA	NA	NA
Geobacillus_kaustophilus_HTA426	235909	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Geobacillus_sp_C56_T3	691437	Non-Human	Facultative	NA	NA	NA
Geobacillus_sp_G11MC16	495036	Non-Human	Facultative	NA	NA	NA
Geobacillus_sp_WCH70	471223	Non-Human	Facultative	NA	NA	NA
Geobacillus_sp_Y412MC10	481743	Non-Human	Facultative	NA	NA	NA
Geobacillus_sp_Y412MC52	550542	Non-Human, Hydrothermal	Facultative	NA	44.376262	-110.690383
Geobacillus_sp_Y412MC61	544556	Non-Human	Facultative	NA	44.376262	-110.690383
Geobacillus_sp_Y4_1MC1	581103	Non-Human	Facultative	NA	44.376262	-110.690383
Geobacillus_thermodenitrificans_NG80_2	420246	Non-Human	Facultative	NA	NA	NA
Geobacillus_thermoglucosidasius_C56_YS93	634956	Non-Human	Facultative	NA	NA	NA
Geobacter_bemidjiensis_Bem	404380	Non-Human, Soil	Anaerobe	NA	47.482959	-94.879704
Geobacter_lovleyi_SZ	398767	Non-Human, Soil	Anaerobe	NA	37.566535	126.977969
Geobacter_metallireducens_GS_15	269799	Non-Human	Anaerobe	NA	38.9863	-77.0535
Geobacter_sp_FRC_32	316067	Non-Human, Soil	Anaerobe	NA	NA	NA
Geobacter_sp_M18	443143	Non-Human	Anaerobe	NA	NA	NA
Geobacter_sp_M21	443144	Non-Human, Soil	Anaerobe	NA	39.538845	-107.783363
Geobacter_sulfurreducens_PCA	243231	Non-Human, Soil	Anaerobe	NA	35.191213	-97.441347
Geobacter_uraniumreducens_Rf4	351605	Non-Human, Soil	Anaerobe	NA	39.538845	-107.783363
Geodermatophilus_obscurus_DSM_43160	526225	Non-Human, Soil	Aerobe	NA	36.48	-116.5
Gloeobacter_violaceus_PCC_7421	251221	Non-Human, Soil	NA	NA	NA	NA
Gluconacetobacter_diazotrophicus_PAl_5	272568	Non-Human	Aerobe	NA	NA	NA
Gluconacetobacter_hansenii_ATCC_23769	714995	Non-Human	Aerobe	NA	NA	NA
Gluconobacter_oxydans_621H	290633	Non-Human	Aerobe	NA	NA	NA
Gordonia_bronchialis_DSM_43247	526226	Human, Airways (Other)	Obligate aerobe	Pathogen	NA	NA
Gramella_forsetii_KT0803	411154	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Granulibacter_bethesdensis_CGDNIH1	391165	Human	NA	Pathogen	38.9867	-77.1007
Granulicatella_adiacens_ATCC_49175	638301	Human, Oral (Other)	NA	NA	NA	NA
Granulicatella_elegans_ATCC_700633	626369	Human, Oral (Other)	Anaerobe	NA	NA	NA
Grimontia_hollisae_CIP_101886	675812	Human, Gut, Marine (Heterotroph)	Facultative	NA	38.978181	-76.49404
Haemophilus_ducreyi_35000HP	233412	Human, Skin	Anaerobe	Pathogen	NA	NA
Haemophilus_influenzae_22_1_21	374927	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_22_4_21	375063	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_3655	375177	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_6P18H1	521004	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_7P49H1	521005	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_86_028NP	281310	Human	Facultative	Pathogen	39.953032	-82.978495
Haemophilus_influenzae_NT127	656913	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_PittEE	374930	Human	Facultative	Pathogen	40.438423	-80.001933
Haemophilus_influenzae_PittGG	374931	Human	Facultative	Pathogen	40.438423	80.001933
Haemophilus_influenzae_PittHH	374932	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_PittII	374933	Human	Facultative	Pathogen	40.438423	-80.001933
Haemophilus_influenzae_R2846	262727	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_R2866	262728	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_R3021	375432	Human, Airways (Nasopharynx)	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_RdAW	656912	Human	Facultative	Pathogen	NA	NA
Haemophilus_influenzae_Rd_KW20	71421	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Haemophilus_parasuis_29755	456298	Non-Human	Facultative	Pathogen	NA	NA
Haemophilus_parasuis_SH0165	557723	Non-Human, Farm	Facultative	Pathogen	NA	NA
Hahella_chejuensis_KCTC_2396	349521	Non-Human	Aerobe	NA	33.378561	126.566191
Haliangium_ochraceum_DSM_14365	502025	Non-Human, Marine (Other)	Obligate aerobe	NA	35.259	139.629
Haloarcula_marismortui_ATCC_43049	272569	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Halobacterium_salinarum_R1	478009	Non-Human	Obligate aerobe	NA	NA	NA
Halobacterium_sp_NRC_1	64091	Non-Human	Aerobe	NA	NA	NA
Haloferax_volcanii_DS2	309800	Non-Human	Aerobe	NA	31.5	35.49
Halogeometricum_borinquense_PR3_DSM_11551	469382	Non-Human	Aerobe	NA	18.088189	-67.147095
Halomicrobium_mukohataei_DSM_12286	485914	Non-Human, Soil	Facultative	NA	-22.663	-66.236
Haloquadratum_walsbyi_DSM_16790	362976	Non-Human	NA	Non-Pathogen	38.345	-0.481
Halorhabdus_utahensis_DSM_12940	519442	Non-Human, Soil	Aerobe	NA	41.177342	-112.50211
Halorhodospira_halophila_SL1	349124	Non-Human	Anaerobe	NA	NA	NA
Halorubrum_lacusprofundi_ATCC_49239	416348	Non-Human	Aerobe	NA	-68.3481	78.0432
Haloterrigena_turkmenica_DSM_5511	543526	Non-Human, Soil	NA	NA	37.95	58.38
Halothermothrix_orenii_H_168	373903	Non-Human	Anaerobe	NA	NA	NA
Halothiobacillus_neapolitanus_c2	555778	Non-Human	Aerobe	NA	NA	NA
Helicobacter_acinonychis_Sheeba	382638	Non-Human	Aerobe	Pathogen	NA	NA
Helicobacter_bilis_ATCC_43879	613026	Human, Gut	Aerobe	NA	43.062071	-89.400846
Helicobacter_canadensis_MIT_98_5491	537970	Human, Gut	Microaerophilic	Pathogen	NA	NA
Helicobacter_canadensis_MIT_98_5491_ATCC_700968	537970	Human, Gut	Microaerophilic	NA	NA	NA
Helicobacter_cinaedi_CCUG_18818	537971	Human, Gut	Microaerophilic	NA	NA	NA
Helicobacter_hepaticus_ATCC_51449	235279	Non-Human	Aerobe	Pathogen	NA	NA
Helicobacter_mustelae_12198	679897	Non-Human	Aerobe	Pathogen	NA	NA
Helicobacter_pullorum_MIT_98_5489	537972	Human, Gut	Microaerophilic	NA	NA	NA
Helicobacter_pylori	210	Human	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_26695	85962	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_51	290847	Human	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_98_10	544405	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_B128	544406	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_B38	592205	Human	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_G27	563041	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_HPAG1	357544	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_HPKX_438_AG0C1	499171	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_HPKX_438_CA4C1	499172	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_J99	85963	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_P12	570508	Human, Gut	Aerobe	Pathogen	NA	NA
Helicobacter_pylori_Shi470	512562	Human, Gut	Aerobe	Pathogen	-12.211258	-76.908227
Helicobacter_pylori_v225d	637913	Human, Gut	Microaerophilic	NA	NA	NA
Helicobacter_winghamensis_ATCC_BAA_430	556267	Human, Gut	Aerobe	NA	NA	NA
Heliobacterium_modesticaldum_Ice1	498761	Non-Human, Hydrothermal, Soil	Anaerobe	NA	NA	NA
Herminiimonas_arsenicoxydans	204773	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Herpetosiphon_aurantiacus_ATCC_23779	316274	Non-Human	Aerobe	NA	45.040746	-94.41882
Hirschia_baltica_ATCC_49814	582402	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Histophilus_somni_129PT	205914	Human	Facultative	Pathogen	NA	NA
Histophilus_somni_2336	228400	Human	Facultative	Pathogen	NA	NA
Hoeflea_phototrophica_DFL_43	411684	Non-Human, Marine (Other)	Aerobe	NA	54.13333	7.86667
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	545696	Human, Gut	Anaerobe	NA	NA	NA
Hydrogenivirga_sp_128_5_R1_1	392423	Non-Human	Anaerobe	NA	-20.752222	176.184722
Hydrogenobacter_thermophilus_TK_6	608538	Non-Human	Aerobe	NA	34.856	138.938
Hydrogenobaculum_sp_SN	547146	Non-Human	Aerobe	NA	NA	NA
Hydrogenobaculum_sp_Y04AAS1	380749	Non-Human	Aerobe	NA	44.376262	-110.690383
Hyperthermus_butylicus_DSM_5456	415426	Non-Human, Marine (Other)	Anaerobe	NA	37.835276	-25.463562
Hyphomicrobium_denitrificans_ATCC_51888	582899	Non-Human	Aerobe	NA	NA	NA
Hyphomonas_neptunium_ATCC_15444	228405	Non-Human, Marine (Other)	Aerobe	Non-Pathogen	NA	NA
Idiomarina_loihiensis_L2TR	283942	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Ignicoccus_hospitalis_KIN4_I	453591	Non-Human, Marine (Other)	Anaerobe	NA	66.67	-18.5
Janibacter_sp_HTCC2649	313589	Non-Human, Marine (Other)	NA	NA	NA	NA
Jannaschia_sp_CCS1	290400	Non-Human, Marine (Heterotroph)	Obligate aerobe	NA	38.3121	-123.0661
Janthinobacterium_sp_Marseille	375286	Non-Human	NA	NA	NA	NA
Jonesia_denitrificans_DSM_20603	471856	Non-Human, Farm	Facultative	NA	NA	NA
Jonquetella_anthropi_E3_33_E1	645512	Human, Oral (Other)	Obligate anaerobe	NA	NA	NA
Kangiella_koreensis_DSM_16069	523791	Non-Human, Marine (Other)	Facultative	NA	33.245043	126.409526
Kineococcus_radiotolerans_SRS30216	266940	Non-Human	Aerobe	Pathogen	33.283615	-81.726394
Kingella_oralis_UB_38_ATCC_51147	629741	Human, Oral (Other)	NA	NA	NA	NA
Klebsiella_pneumoniae_342	507522	Non-Human	Facultative	NA	NA	NA
Klebsiella_pneumoniae_NTUH_K2044	484021	Human, Soil	Facultative	Pathogen	NA	NA
Klebsiella_pneumoniae_pneumoniae_MGH_78578	272620	Human, Soil	Facultative	Pathogen	NA	NA
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884	667127	Human, Airways (Other)	NA	NA	NA	NA
Klebsiella_sp_1_1_55	469608	Human, Gut	Facultative	NA	NA	NA
Klebsiella_variicola_At_22	640131	Non-Human	NA	NA	NA	NA
Kocuria_rhizophila_DC2201	378753	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Kordia_algicida_OT_1	391587	Non-Human, Marine (Other)	Aerobe	NA	35.16667	128.58333
Koribacter_versatilis_Ellin345	204669	Non-Human, Soil	Aerobe	Non-Pathogen	NA	NA
Kosmotoga_olearia_TBF_19_5_1	521045	Non-Human	NA	NA	NA	NA
Kribbella_flavida_DSM_17836	479435	Non-Human, Soil	Obligate aerobe	NA	39.9	116.4
Kytococcus_sedentarius_DSM_20547	478801	Non-Human, Marine (Other)	Obligate aerobe	Pathogen	32.718834	-117.163841
Labrenzia_aggregata_IAM_12614	384765	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Labrenzia_alexandrii_DFL_11	244592	Non-Human, Marine (Other)	Aerobe	NA	54.13333	7.86667
Lactobacillus_acidophilus_ATCC_4796	525306	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_acidophilus_NCFM	272621	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_amylolyticus_DSM_11664	585524	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_antri_DSM_16041	525309	Human, Gut	Microaerophilic	NA	65.852983	23.155277
Lactobacillus_brevis_ATCC_367	387344	Non-Human, Soil	Aerobe	NA	NA	NA
Lactobacillus_brevis_gravesensis_ATCC_27305	525310	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_buchneri_ATCC_11577	525318	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_casei_ATCC_334	321967	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_casei_casei_BL23	543734	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_coleohominis_101_4_CHN	575594	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_crispatus_125_2_CHN	575595	Human, Gut, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_crispatus_214_1	679188	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_crispatus_JV_V01	491076	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_crispatus_MV_1A_US	575596	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_crispatus_MV_3A_US	575597	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_crispatus_ST1	748671	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_delbrueckii_bulgaricus_ATCC_11842	390333	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_delbrueckii_bulgaricus_ATCC_BAA_365	321956	Non-Human	Facultative	NA	NA	NA
Lactobacillus_fermentum_28_3_CHN	575599	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_fermentum_ATCC_14931	525325	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_fermentum_IFO_3956	334390	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_gasseri_202_4	630527	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_gasseri_224_1	679196	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_gasseri_ATCC_33323	324831	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_gasseri_JV_V03	525326	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_helveticus_DPC_4571	405566	Non-Human	Facultative	NA	NA	NA
Lactobacillus_helveticus_DSM_20075	585520	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_hilgardii_ATCC_8290	525327	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_iners_DSM_13335	525328	Human, Urogenital (Other)	Facultative	NA	NA	NA
Lactobacillus_jensenii_115_3_CHN	575605	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Lactobacillus_jensenii_208_1	596326	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Lactobacillus_jensenii_269_3	596325	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_jensenii_27_2_CHN	575606	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_jensenii_JV_V16	525329	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_jensenii_SJ_7A_US	575607	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_johnsonii_ATCC_33200	525330	Human, Urogenital (Other)	Microaerophilic	NA	NA	NA
Lactobacillus_johnsonii_FI9785	633699	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactobacillus_johnsonii_NCC_533	257314	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_paracasei_8700_02_00	537973	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_paracasei_ATCC_25302	525337	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_plantarum_ATCC_14917	525338	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_plantarum_JDM1	644042	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_plantarum_WCFS1	220668	Human, Oral (Other)	Facultative	NA	NA	NA
Lactobacillus_reuteri_100_23	349123	Human, Gut	Facultative	Non-Pathogen	NA	NA
Lactobacillus_reuteri_CF48_3A	525341	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_reuteri_F275	299033	Human, Gut	Facultative	Non-Pathogen	NA	NA
Lactobacillus_reuteri_F275_JCM1112	557433	Human, Gut	Facultative	Non-Pathogen	NA	NA
Lactobacillus_reuteri_MM2_3	585517	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_reuteri_MM4_1	548485	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_reuteri_SD2112_ATCC_55730	491077	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_rhamnosus_GG	568703	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_rhamnosus_HN001	486408	Human, Gut	Facultative	Non-Pathogen	NA	NA
Lactobacillus_rhamnosus_LMS2_1	525361	Human, Gut	Facultative	NA	NA	NA
Lactobacillus_rhamnosus_Lc_705	568704	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_ruminis_E_194e_ATCC_25644	525362	Human, Gut	Microaerophilic	Non-Pathogen	NA	NA
Lactobacillus_sakei_carnosus_DSM_15831	525363	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_sakei_sakei_23K	314315	Non-Human	Facultative	Non-Pathogen	NA	NA
Lactobacillus_salivarius_HO66_ATCC_11741	525364	Human, Gut, Oral (Other)	Microaerophilic	NA	NA	NA
Lactobacillus_salivarius_salivarius_UCC118	362948	Human, Gut	Facultative	Non-Pathogen	NA	NA
Lactobacillus_ultunensis_DSM_16047	525365	Human, Gut	Microaerophilic	NA	NA	NA
Lactobacillus_vaginalis_ATCC_49540	525366	Human, Urogenital (Vaginal)	Microaerophilic	NA	NA	NA
Lactococcus_lactis_cremoris_MG1363	416870	Non-Human	Facultative	Non-Pathogen	NA	NA
Lactococcus_lactis_cremoris_SK11	272622	Non-Human	Facultative	Non-Pathogen	NA	NA
Lactococcus_lactis_lactis_Il1403	272623	Non-Human	Facultative	NA	NA	NA
Lactococcus_lactis_subsp_lactis_KF147	684738	Non-Human	Facultative	NA	NA	NA
Laribacter_hongkongensis_HLHK9	557598	Human, Gut	Anaerobe	Pathogen	22.396428	114.109497
Lawsonia_intracellularis_PHE_MN1_00	363253	Non-Human, Farm	Facultative	Pathogen	NA	NA
